"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Caribbean small states","CSS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","39.3664109472327","44.0341582574509","47.0983428605527","48.6297661828127","54.3967123452473","56.751658205803","57.0485794390632","54.6560051613486","59.7506089387169","61.500115145047","64.8182484301042","63.1738433587972","61.7666146970177","62.7527828682529","64.3745593727699","62.9856556113481","60.5203586029404","60.889826548604","61.6407323149597","62.0258907019858","65.2892431177098","60.4657760421747","62.7306555209882","74.634105937443","94.2494653357428","104.153828013694","101.371236781003","100.000102499885","101.299209006867","105.137533249709","106.968149700955","107.454789651477","112.325904128141","115.665926730179","116.366837446466","116.809125370809","128.917046748892","133.544879259308","133.084773658949","133.928764049792","135.538652788605","141.399028509356","145.519477935617","149.387138624789","154.560784914916","159.877064220183","166.79445052939","173.658352907425","175.40201665936","","",
"Curacao","CUW","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","101.789997804105","102.207338165279","103.863098827549","105.296408833438","109.613561396225","113.044467385324","116.435798799244","124.469870357196","126.7103269851","130.232874828664","133.271207737605","137.514561351657","139.346669219354","141.435057992022","140.751928780214","140.818360215723","143.051037183927","146.748369386961","","",
"Cayman Islands","CYM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.2411550683454","93.4376354548418","96.2851925628217","96.8703998547392","96.6704298829475","96.2265830498802","97.440397842482","98.7833246365555","99.6592644091987","100","100.922691453662","102.802675538903","106.193662299043","","",
"Cyprus","CYP","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","15.762681784182","17.0282272162694","18.5432091345133","20.5965068901089","23.3022092360782","26.600250941434","29.8957167442988","32.9907008265663","34.6549510745577","37.4903913550041","39.6152375006989","41.2595348588035","42.8529156726751","44.2215060940462","46.3227988237444","48.8395743647074","50.7384600247615","53.8037643560032","56.388030710226","59.3602338523923","67.4318941831245","69.2128023967522","70.7609929447206","72.1519011536145","73.812841116305","75.8378305832079","78.6137394744583","78.8467511913775","83.0947638793446","85.3460525445382","87.0696231270754","89.7568025341907","93.4711361163443","97.8968496441311","98.1544352387563","100.000005151991","101.617106579967","103.319456625154","102.342152367185","100.887192522383","99.9394038162982","99.1159852906322","100.845753426078","102.224942268864","102.801225167083","",
"Czech Republic","CZE","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6663710845895","33.5937199221781","37.7449841194629","45.674753443731","51.3119162589805","55.9850806167865","61.5686332751654","66.7187176179477","73.35210858911","75.551303679045","76.8857693311422","80.6444886728556","82.834356589497","83.7919791453113","87.0367342583985","87.1008454792977","87.702646178133","90.7881541419265","92.653070025862","95.0608615189634","93.7058168315111","93.7254506490478","95.0938184909277","96.4554648886353","98.8475379969726","100","101.265511240652","102.725724835052","105.350624141164","109.062839766788","",
"Germany","DEU","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","32.0791434570733","34.5240029114246","36.0885813990383","38.3619865313798","41.1529323793895","43.4849141841992","44.9226100023761","46.3155335669906","47.9578091260175","50.009511669306","52.7356248689704","54.9374631234441","57.4541804747098","59.0674585493494","60.2423967383729","61.5223824133362","63.3677728101719","64.1786671190653","65.2635826469921","67.1425647503479","69.4231583189886","71.5649181153693","75.3585988732259","78.2872422405549","79.8885857378096","81.4789396244158","81.9573687914727","82.1878438825153","82.7495299130665","83.0296442696511","82.6372108234407","83.7022341046085","84.8561687707712","85.9889521904972","86.9355013676092","87.2963095647359","87.6446865563113","89.1896352948016","89.9985356670051","91.6594334168064","92.251698405786","93.2392656926323","94.633588099551","96.4968120149118","98.2934373870774","100","101.177006799007","102.236663747709","103.782508217391","106.003410965804","",
"Djibouti","DJI","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","101.26230441351","103.179252541017","103.640554867558","103.913739814735","104.959769641726","107.579921908776","",
"Dominica","DMA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","26.6264218806852","29.9998636326249","35.3874702025087","41.3006719225113","42.0267223006358","44.0082287760007","47.2910114867716","50.2126069362635","54.1965799056945","57.2540685554944","60.5140408164653","63.2364824024917","68.5530338476775","70.7516942293109","76.1661157714352","79.5065555193922","81.6374294211456","87.8744978370971","88.5634145452612","91.4546035664844","92.7761319693171","95.1326338851895","97.5451915273972","95.8065392454003","97.8032866584631","98.5766748683593","95.5017656114484","99.1230829249019","97.6873022827505","100","101.525168937218","103.056713228977","111.30521542837","111.635520278643","113.516938129883","111.290254183382","115.259406483449","115.203412073491","123.061556486484","127.870011177592","123.771814566266","128.261488181983","131.333088505325","",
"Denmark","DNK","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","11.1249250136924","11.6204537305194","12.2749864176919","13.1541089095295","14.3421017982909","15.4099841563145","16.8895198084329","18.6832376076739","21.161838680941","23.9881732923991","26.2382851526295","28.5671622947454","31.1252760713107","33.3253801802889","36.2615293489987","40.139321896349","44.2112699648147","47.4766438566576","50.3059625176748","52.4645682310525","53.6794303661727","56.2317202407698","58.4498248562651","61.3520253285058","62.9486794148784","64.6227697918429","65.6928654059715","66.0738300141368","67.1082174134842","67.9688068772911","69.3378234818191","70.7342314519883","71.6057782642136","72.8121592711621","75.009611503232","76.8986642128231","78.7039737705696","79.8702327370761","81.5440996172251","83.9141169255452","85.6563247094173","87.7397268385057","91.3674951462069","91.8508495284338","94.8121878874242","95.4176997216869","97.6840452981427","98.5516465601513","99.5688065528773","100","100.254595195142","101.391010752363","102.248456892933","103.244565227447","",
"Dominican Republic","DOM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","0.50447084918254","0.502362461727019","0.540743902919157","0.579625569413103","0.591833967239924","0.585579114681796","0.571767001314338","0.581980518379913","0.605449045077937","0.622586182860361","0.635733374665145","0.64326197992291","0.694899077824177","0.726213987305924","0.854820510582481","0.999685137935373","1.02834862453454","1.13711043447705","1.14902802117484","1.27669404403694","1.45395540833291","1.55925404704805","1.67638560460837","1.7869666753214","2.21913188660765","3.07055263397316","3.35879373327948","3.84323083218001","5.5164148684651","6.81877479699714","10.25947831066","20.8227850427365","21.9822581123158","23.0778017722376","25.4169390662132","27.8702801346547","28.8930460730574","31.6238240170617","33.6808592937064","34.9722354430887","37.4929512186947","39.7578024835995","42.5093083352634","56.7335778295682","82.3580414920294","87.1193672832795","92.9051777091256","100","110.391687513919","114.253350539809","120.472632636412","130.183636606288","136.820634742368","143.241379680192","149.431253574488","153.125023776997","156.177844399844","162.708225793672","169.41422853961","173.635120137744","",
"Algeria","DZA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","1.60989384909685","1.66578486041844","1.7049521108751","1.71431795655039","1.74337877996236","1.76955267401623","1.80171985985538","1.82535916345853","1.88271297599726","1.91888148399566","2.01368278237126","2.35906892520601","2.25039933481061","2.46705904321211","3.67336679911396","3.89061052377418","4.31237576516525","4.82671711006808","5.31349737432964","6.05674077495141","7.62313742186506","8.71736252870542","8.88646142200661","9.49116698342089","10.2916050788352","10.803357858567","11.0632156979346","12.0414274892688","13.1324968361375","15.2351899565457","19.8452972738624","30.5198056714749","37.2116132154638","42.2814814235909","54.5759414738496","70.172128751621","87.0288102022982","93.1225353357677","90.2067861547074","100","122.674541828407","122.099686613847","123.710117283763","134.017293314156","150.428559658373","174.686544582567","193.106720109195","205.460140382167","236.916841170961","210.472642788627","244.402139285048","288.960193255831","310.50380985093","310.211790130549","309.27794790715","289.313932818948","293.79422684307","307.594649909345","330.838301087708","328.685662165189","",
"East Asia & Pacific (excluding high income)","EAP","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","20.875082231853","18.5119304535215","16.6618915701033","19.6086179794376","22.457315121832","23.1298170072845","23.6195108465737","23.7312754101254","23.5472997785264","27.1142924509183","23.3355414484855","21.1235723997802","23.2675401791152","24.9422176990109","38.0317835222719","40.1523707133494","43.9643217908576","52.4761301827451","53.6777796415916","61.5224977862164","74.833316034206","86.4260786722163","78.4902857322531","67.7804233950549","65.1225124293778","63.5334321893772","54.8354356899273","50.0641967617908","44.249840477616","46.6251623624832","49.3357764173275","52.7346761180974","55.0039702197629","56.4570490932184","64.9305291436199","68.3215605896208","69.3396576140965","74.1977140132887","71.3910524921529","52.6152108039664","48.5564383146979","62.3533999061144","69.8889793956737","77.292379814506","80.5864617806487","86.8179799841951","93.7642091399483","100","113.847318899427","114.593630834947","123.148137016917","130.12159330682","136.608484020484","140.836583556647","145.104922216934","141.490328484162","144.180974753378","146.987310714795","149.660824062251","149.404773038192","",
"Egypt, Arab Rep.","EGY","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","0.744640403130299","0.756628900921545","0.759625354683825","0.766578745701603","0.773188916988332","0.815440271312692","0.837874644659729","0.86160336598105","0.877124557433463","0.884196902249552","0.994864522286115","1.00806368539134","1.04232871380753","1.11896713160301","1.22442955904317","1.34275695315814","1.49762085874005","1.68239607931828","1.84302489230874","2.27613326568454","2.55907635377432","2.50282183184242","3.12179116935346","3.51862902986449","3.80882629156638","4.24973761375489","4.79689862607971","5.39504178596319","6.118924449337","7.28992779354568","8.58338342689268","9.96747728051902","11.796587175126","12.7909339410961","13.8716235209302","15.452952744461","16.5512972357745","18.1859492692002","18.618353218579","18.7895369527423","19.5306727617263","19.8954471069981","20.5252532155812","21.9163509395751","24.4739690056342","25.9944705001627","27.9076577393249","31.4228336989367","35.2576714422567","39.2014331835439","43.1634689677726","48.1976141455169","57.5878962538038","62.6053422482516","69.646956064337","76.5635184705383","81.3454179192698","100","121.42622591944","137.972780298121","",
"Euro area","EMU","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4356299348343","13.2497922455431","14.6320301198377","16.0674381826564","17.5255316993744","18.2085282159878","19.8671745991595","20.3278072295111","25.4052045078017","29.2356157693076","33.9567781024442","41.384090407828","51.6470492295761","55.5844598371927","61.9177552749777","66.4304503287064","77.1099557509439","99.8608681213379","83.6552468609599","100","","","","","","","","","",
"Spain","ESP","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","2.55180988965042","2.61474746730304","2.77413833176393","2.99177987831033","3.17889535407103","3.47023687412062","3.75388513018949","4.07438129750031","4.31522327712967","4.53673450369852","4.94799994862224","5.33622108070881","5.79075637058962","6.47693756402664","7.50969233618508","8.7699525434712","10.2161108371969","12.6049512029596","15.2054840174858","17.7800205453373","20.1545115241692","22.6438340133484","25.7193927567951","28.7759485984363","31.9023787783884","34.644541204735","38.4134572560114","40.6968293344281","43.1126444860587","46.085776135082","49.4621358398615","52.8924039509865","56.4418921616096","59.002796980002","61.2920122843223","64.3156267585671","66.5410302098777","68.1086710448826","69.8567917738823","71.6319723343161","74.0171055397636","77.0579402349796","80.2054486699339","83.3603662483752","86.5965514010122","90.1479139812541","93.7354271269975","96.9378484633813","99.1230679756324","99.2657113177929","99.4179736772108","99.3983378838761","99.2844693942399","99.6800579900999","99.457404154409","100","100.32289879352","101.70847919353","102.820261063377","104.442709320523","",
"Estonia","EST","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7761761874037","23.4311203259256","30.8021947656917","37.7443945947036","41.4875439152757","44.3458706476603","47.3110060275221","49.066691591552","52.3849841283752","54.9066562240729","57.0458106564652","59.7126111618467","63.2406312138377","68.9467957436611","77.5073023501964","82.8559780587125","82.7109036684084","84.2215246195528","88.757267873769","92.3280219779798","96.0610594365059","98.8936315766217","100","101.709034962171","105.41133833594","110.185204397938","113.725661910208","",
"Ethiopia","ETH","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","6.25909862941226","6.52639540851903","6.70279593511906","6.51954283853366","8.59195967651591","8.13889228621509","7.64083342415735","7.87811978987998","8.31809165907053","8.59020759747722","10.229587733194","11.8184704327412","13.3994111643411","13.7921588567552","15.5446414663651","15.5818145987397","15.6140152854019","15.5905713357942","15.9371065451932","17.4455088893258","16.4414613509098","15.8460446444254","17.8692641904089","18.5681958811552","20.4019002770929","22.7587991638672","26.6779962627009","34.7645432745248","43.1589342675923","43.7823962845097","52.5659659349955","70.1973294708744","73.6383880300425","81.7251999043101","90.581386153143","99.9999712390324","106.676824401898","119.885863295834","135.682398361721","",
"European Union","EUU","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","6.16387220784772","6.49313257876118","6.75116609549663","7.09862229216911","7.60800298672698","7.99017503538093","8.36761840951771","8.98364786318358","10.0674141656787","10.4852446633541","11.282214367251","12.1130476062257","13.1116557023827","14.9173985839968","18.2098769580117","20.6805918333249","23.3948535721558","25.5983359012667","27.5064846071863","29.7908925768414","32.6614189392025","36.460980792012","39.7614215865584","43.0182417866945","46.6499884144675","49.0837757139415","51.4155621224541","53.6184285154718","57.7378500736163","61.5084374722409","64.7036513512687","65.6818232846036","66.2646872110858","67.4344265643143","68.6783830342851","71.5631630983445","71.5070574141192","72.994404206563","75.2558549617671","75.9534468663254","77.1974338923901","79.7477703104486","80.5008373207151","80.6537928503629","81.1396696936102","81.8935923680465","82.6475731927598","84.9233599203013","87.5026645488114","89.0550417766841","89.3426685825373","91.6867235445568","94.4132782937536","96.8289628121345","98.4088784949934","100","100.185788912108","100.888946597013","102.692080191164","104.507428760989","",
"Fiji","FJI","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","5.0438109772283","5.07452671338526","5.14569821032035","5.09582252779054","5.25586919971794","5.67375992478632","5.81463238867228","5.60540926621297","5.7898908426867","6.16589977665147","6.58711013619709","6.80838833410129","7.81094883895526","9.06050156681357","11.7465518282399","14.6031544917774","15.7584753508742","15.7534279479814","16.4516017006496","17.7909842280435","20.8709068410297","21.0750683561442","23.6269574152482","25.2398162112578","25.9989027498569","28.1369160789061","28.9932547097076","31.1213626108427","33.40194092288","34.3533272314909","36.6479472013014","38.844306919788","41.2779538326624","44.2651306300607","44.637670943831","45.1540860985058","46.461744561072","48.064958907171","51.6638613604824","55.182735450882","52.6076189706092","54.3757953026335","56.1805370416576","60.6040976093262","61.9610920201858","66.1854367233202","68.6509145295241","70.6795877671033","71.6379935293744","72.6342595383819","75.7065325525287","82.8163908193544","85.7783302345615","88.8846179411523","100","102.371604082695","105.001649048584","106.711747924088","107.664803713823","110.233593086043","",
"France","FRA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","9.97248009222368","10.2987573862528","10.803014786208","11.399991283476","11.8552962594804","12.2111784383227","12.5740789157873","12.9565029079489","13.5264949828944","14.5269123407896","15.3149594489912","16.2186016542249","17.3222731564009","18.6837311868117","20.8944695294582","23.7681695387165","26.3230596982026","28.6329496705102","31.2898272052634","34.5158997833428","38.5497513667241","43.0569776841095","48.2646179576628","52.9223200538269","56.6626203642868","59.7528628802414","62.7734726307029","64.3151018680178","66.3689411981235","68.5493252106395","70.3707923847179","72.1631961764787","73.5826864716214","74.7773035741517","75.4689408860642","76.317757372667","77.3542120868754","78.0335380698901","78.7750616594696","78.9356140089347","80.1617132254134","81.7716283286673","83.462196017297","85.0140655680403","86.3935679307345","88.0664423524464","89.9645625075283","92.2646298182966","94.4486017481789","94.5115304906196","95.5225179375045","96.4280333955689","97.5483584343082","98.3073827248432","98.8745615046704","100","100.522559352446","101.046862175207","102.008687332524","103.260555860659","",
"Faroe Islands","FRO","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3125374925015","69.176052163604","72.0809248554913","75.4885538805137","79.2249730893434","83.2665330661323","85.7899807321773","88.3741648106904","90.6851768920734","92.7235688492752","94.457132780022","95.0722406447893","97.9160860246417","97.1478387810255","98.1959728469835","99.2848157879449","99.3783250961033","99.0164634156181","100","102.096994672052","103.510740883783","106.796647882052","112.141796918781","118.154413497407","122.411498788434","124.364736366491","133.222615977414","134.071170301118","138.125340693761","130.873264736738","136.170802217321","146.344235841899","160.080603406388","","",
"Gabon","GAB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","5.50015696991988","5.68047664597181","5.75891951839408","4.58739362540848","6.12603265851551","5.93863075157559","6.18415905286948","6.56910654132143","6.99352830982659","7.34034611444425","7.30950201851866","7.78492413418918","7.21841764842126","9.7273702794744","16.0900887067403","16.7935868364982","19.2563554619104","21.1426464285229","21.7471303533104","25.8753915953805","35.3926457621606","39.0883694394873","45.6957224875357","47.0322502239004","52.68092558682","52.0086897035191","41.18577807832","41.5948695064601","42.682631248212","45.981155572587","53.0430064583134","47.0140839582503","47.1146315498614","46.8745915579392","68.6953903024075","69.6153009134435","79.0569991402757","79.8053027604374","65.6108112103813","78.202402368861","100.168943871362","100","100.855807814236","100.636829285193","108.451559387584","130.244328592559","143.097017734502","149.151970054441","179.696740910696","147.217390392974","171.602950348521","193.364311347594","187.67572144425","176.118791397535","174.619333032414","159.030764035844","152.240541659403","158.045390063703","169.340671757281","170.671245410296","",
"United Kingdom","GBR","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","5.11285909549597","5.28607235681164","5.4641709882093","5.55100475413454","5.73667540038079","6.0576165283841","6.35902511955859","6.53508906535915","6.79403913443319","7.20424170026596","7.78993623081176","8.41201128307082","9.01668783965489","9.77543117291132","11.2475341310714","14.1461055625231","16.2840867435119","18.5167155016206","20.6382768807968","23.5413686239025","28.1799115529582","31.4401195867388","33.7725913041529","35.5026968205773","37.288499342831","39.3437287717502","41.0494194856688","43.282733294516","45.9373383366811","49.582862207766","53.4930748499199","56.9268415669442","58.8173701747397","60.4248749553627","61.2669702570028","68.1709815787382","70.9797477730679","71.7381401111194","72.4198821965885","73.0775843116158","74.4373161700174","75.1788495798661","76.7673578822586","78.4993966261178","80.499629298929","82.5190285122856","84.8025704295161","86.9944789269279","89.4975571405723","90.9772027318122","92.372302972317","94.2568310156957","95.8231823786639","97.6396027727429","99.4223481392933","100","102.140283041156","104.070928225576","106.294758049418","108.268543598265","",
"Georgia","GEO","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","2.43984162678146E-05","2.44339640758435E-05","2.46392916109105E-05","2.46364868956122E-05","2.55141069533488E-05","2.54486640237175E-05","2.61421124920005E-05","2.58446346945947E-05","2.58627447660156E-05","2.63288417962193E-05","2.65623587742414E-05","2.66406437172038E-05","2.70237392610649E-05","2.71114420025359E-05","2.78535341623781E-05","2.81281935477257E-05","2.90853648282842E-05","3.01374174672981E-05","2.93389419593775E-05","2.95152877245343E-05","2.81254260822323E-05","2.99731239576287E-05","3.06737825555742E-05","2.98779461189102E-05","3.17533789068349E-05","3.88167441772694E-05","6.29726653516503E-05","0.000888112675171281","0.138051646181726","8.47857294958899","22.2753411928795","31.8612098106946","33.9438733869962","36.2984927022679","39.8291561993343","41.6932832499714","43.934798545001","46.5354150324579","48.1289896186487","52.1871469506917","56.3290548455205","61.0882968178534","66.8698265743681","73.2863763786162","71.7209716254298","81.8976276090535","89.0343750327606","89.4478519545456","90.6520277982093","94.4883802122072","100","102.619318295711","111.332772503305","116.158185615985","123.866606222302","",
"Ghana","GHA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","0.000431670585869745","0.000446653223830389","0.000455318965542471","0.000486033185215724","0.000534319688989489","0.000625189275959382","0.000676157925345355","0.000649934109776133","0.000731933158770034","0.000812715281029135","0.00083619588107451","0.000879527656775871","0.00101561309554696","0.00122769842015958","0.00152932837620424","0.00197992240473307","0.00253526390498336","0.0042402487170583","0.00734863489370577","0.0101374034887143","0.0153202660829848","0.0269075296081194","0.0344121954287391","0.0767602607564454","0.103866169760544","0.125312887522501","0.177575624158909","0.247187926964486","0.329755749773223","0.423057867408273","0.55491056459168","0.666122184486085","0.74039536012022","0.97552428686261","1.26943928596023","1.8158736238351","2.53927668943014","3.03337340268847","3.5505170109897","4.04656560029012","5.14845002207534","6.94103447301207","8.52488030334938","10.9718966656056","12.5463804185684","14.4237854410189","26.0716529118382","30.9282513387774","36.9315087535603","42.7174089373494","49.8066383870247","56.7371435255371","65.3641843485352","100","122.164000018454","138.764135487648","159.924806810774","176.481426108712","194.500537826604","212.372791511454","",
"Gibraltar","GIB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","4.02175489369971","5.11808487997559","6.22633651058342","7.61577920583564","8.93172349229941","11.237775756617","14.1843445672058","14.2799126209079","14.4838300071981","15.3458117298727","15.5830531048715","15.8065338247978","16.3320442411056","17.0225100425418","18.0949492762898","18.412049929427","18.4917321956585","21.4338955934617","24.9751145133435","31.8160095113325","63.8313483084617","72.5176692618767","84.6318415291794","86.1306960264257","100","108.999284645168","121.551608153028","126.814006635274","130.131345005834","133.999209870542","141.595237329012","156.390104681392","172.46139839635","185.343175855757","",
"Gambia, The","GMB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","0.845794931763067","0.918107987993602","0.838360989190524","0.898123308403964","0.979575338314158","1.03015432337601","1.06267401534467","1.05156367145032","1.27173192471042","1.43767495963372","1.60578503867775","1.96861861994813","2.09579841868968","2.31788899040273","2.31377277527316","2.34994923441611","2.69039621231389","2.76258201995245","3.01125877842088","4.1982702019325","5.89927448557061","6.99052298187097","7.66903358704825","8.72249593978626","9.76610187901756","22.8561817296246","23.3018843214609","24.5001423582006","25.4256098907415","26.433290501894","28.6453788059382","26.9355019277469","28.393203132218","27.7016882702573","28.3158298826428","28.8270545367166","31.8225731087191","35.925756968005","69.7642684609711","72.634234622266","73.5808068715274","76.8292706563346","78.7314449793226","82.2848355000658","86.9292638640972","90.9037771688135","94.3991730412781","100","105.211723106828","115.438683908243","124.466707882667","129.347941941404","136.077417152632","144.816860112817","",
"Guinea-Bissau","GNB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","0.0289846704302818","0.0295085027463171","0.030976372369656","0.0342084170808374","0.0372613220754291","0.039945271762264","0.040549919505524","0.0417931140425091","0.0444410757083414","0.0463431599428427","0.051689694206205","0.0526289166876675","0.0613349475359495","0.0756303250334135","0.120556115120303","0.159512021560526","0.339592823803311","0.659704759956048","1.1844658495169","2.36008755687432","3.07392052879296","5.16093941208955","8.51457923092147","12.6917368943056","15.6424998213178","22.6393959697314","31.5216717201598","42.2826014245779","45.6968515260986","51.3203363522943","92.8383224251989","99.1227163047225","100.903767554884","95.8466464733881","94.5174699850431","100","97.7272957119282","102.008758216045","114.73456150144","111.914204757717","115.232856006973","131.401839735687","130.284223992166","129.069780260838","128.87842509062","144.475277478011","153.283067821527","162.385930998352","161.695957573099","149.715467394643","",
"Equatorial Guinea","GNQ","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","8.380426676344","9.59079730463806","13.4672063956134","16.8003095301852","21.1074337440958","32.2468368571976","31.3041296952303","31.7793798057487","33.0432408161008","31.4585328037222","34.7152858566357","35.9484118793937","30.4038365022137","29.5850260933692","36.8411521758725","39.6708599521787","39.9966356108473","34.7382084652863","23.7727751157456","33.0816294071566","54.4970295801088","47.9729027326629","47.2135443224009","47.5136439506185","55.5542655500287","88.514083907425","100","103.037653859356","123.48036450002","97.7591193863809","122.107527870652","142.92088612743","149.859383642668","148.251881361829","146.363385672317","116.808592573502","109.466679468023","123.41533593889","137.204951312269","127.285253695978","",
"Greece","GRC","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","1.01031869809528","1.02139510164082","1.06930037868193","1.0811756406586","1.11799737800757","1.16359121329215","1.2208563993393","1.24734657577472","1.26577203354975","1.30603927453854","1.3556598134422","1.39599168679954","1.46644189583736","1.77308041850488","2.1769960310658","2.46261808157687","2.86733674211536","3.26172175809353","3.71144944959926","4.45933288790605","5.3172840402038","6.4664572859705","8.22615811234581","9.92175082714105","12.0964452304803","14.3979092465089","17.116522462793","19.7272507707607","23.0177305844594","26.3550651135149","31.8080855882526","38.1021878385851","43.7408598581313","50.0521179214695","55.6488900834138","61.0979381594264","65.763193388958","70.0729055508503","73.6491244064078","76.3172359350462","77.5327180052772","80.2267876769941","82.9133993623795","85.7768752469506","88.4039305970574","90.3844610594717","93.543436533785","96.7451166406955","100.948288775706","103.542428742069","104.239654254845","105.071857908823","104.682680152656","102.2202295065","100.347461645969","100","99.7558610669846","100.353540575434","100.905247816769","100.522974105245","",
